,order_id,product_id,Sales,Quantity,Discount,Profit
3013,CA-2014-134845,OFF-BI-10003355,8.964,6,0.7,-6.5736
3014,CA-2014-134845,OFF-PA-10002005,20.736,4,0.2,7.2576
3015,US-2012-138919,FUR-TA-10004154,344.22,2,0.4,-103.266
3016,US-2013-160528,OFF-ST-10002743,727.296,8,0.2,-172.7328
3017,US-2013-160528,FUR-FU-10004973,22.608,3,0.6,-10.1736
3018,US-2013-160528,TEC-AC-10002842,666.4,7,0.2,-33.32
3019,CA-2012-123568,OFF-FA-10002701,5.04,3,0.0,0.2016
3020,CA-2012-123568,OFF-PA-10001125,92.94,3,0.0,41.823
3021,CA-2012-123568,FUR-FU-10004090,66.69,3,0.0,22.0077
3022,CA-2012-123568,OFF-BI-10001510,91.68,5,0.2,28.65
3023,CA-2014-124674,FUR-BO-10002202,327.7328,2,0.32,-14.4588
3024,CA-2012-164441,OFF-BI-10001922,52.272,11,0.2,17.6418
3025,CA-2012-164441,OFF-PA-10001667,17.94,3,0.0,8.073
3026,CA-2014-169054,FUR-FU-10001488,254.352,3,0.2,0.0
3027,CA-2011-106719,OFF-BI-10002799,8.288,2,0.2,2.6936
3028,CA-2014-116855,FUR-CH-10003846,504.9,5,0.0,80.784
3029,US-2013-164189,TEC-PH-10003691,403.168,4,0.2,25.198
3030,CA-2012-168480,FUR-BO-10000468,194.32,4,0.0,31.0912
3031,CA-2012-168480,OFF-AR-10001044,25.99,1,0.0,7.5371
3032,US-2013-114293,FUR-CH-10003833,195.136,4,0.2,-12.196
3033,CA-2014-134173,OFF-PA-10004355,20.736,4,0.2,7.2576
3034,US-2012-123960,TEC-AC-10003038,53.7,6,0.0,10.203
3035,US-2012-123960,OFF-BI-10002799,36.26,7,0.0,16.6796
3036,US-2012-123960,OFF-AR-10003582,56.3,2,0.0,15.764
3037,US-2012-123960,OFF-PA-10004451,32.4,5,0.0,15.552
3038,US-2012-123960,FUR-FU-10004666,29.16,2,0.0,10.7892
3039,CA-2014-101749,FUR-TA-10001520,171.288,3,0.2,-6.4233
3040,US-2013-147991,FUR-FU-10004270,16.72,5,0.2,3.344
3041,CA-2014-149559,OFF-PA-10003172,12.96,2,0.0,6.2208
3042,CA-2014-149559,OFF-EN-10002312,22.18,2,0.0,10.8682
3043,CA-2014-149559,FUR-CH-10002320,2054.272,8,0.2,256.784
3044,CA-2012-135174,TEC-PH-10001530,1022.97,5,0.4,-255.7425
3045,CA-2014-125290,OFF-AR-10001216,13.9,5,0.0,3.614
3046,CA-2014-125290,OFF-PA-10003127,26.38,1,0.0,12.1348
3047,CA-2011-137351,OFF-BI-10003910,43.176,7,0.2,13.4925
3048,CA-2014-121419,FUR-TA-10004534,411.8,2,0.0,70.006
3049,CA-2014-121419,TEC-AC-10000892,360.0,4,0.0,129.6
3050,US-2014-148054,FUR-FU-10003247,41.96,2,0.0,2.9372
3051,US-2014-148054,OFF-AP-10004336,227.84,4,0.0,66.0736
3052,US-2014-148054,OFF-PA-10001295,37.94,2,0.0,18.2112
3053,CA-2013-128517,TEC-PH-10002555,517.9,2,0.0,134.654
3054,CA-2013-128517,OFF-BI-10000831,5.28,2,0.0,2.4288
3055,US-2012-100377,TEC-CO-10001046,2799.96,5,0.2,874.9875
3056,CA-2014-131492,OFF-EN-10002973,8.96,2,0.0,4.3008
3057,CA-2014-131492,OFF-LA-10001641,31.5,10,0.0,15.12
3058,CA-2014-131492,FUR-FU-10003878,30.56,2,0.0,10.3904
3059,CA-2014-131492,FUR-TA-10003837,24.368,2,0.2,-3.3506
3060,CA-2013-144554,TEC-AC-10002800,119.976,3,0.2,22.4955
3061,CA-2014-127621,OFF-PA-10001307,26.88,8,0.2,9.744
3062,CA-2012-145184,TEC-PH-10002350,83.97,3,0.0,23.5116
3063,CA-2012-145184,TEC-AC-10000397,104.97,3,0.0,7.3479
3064,CA-2014-106859,OFF-ST-10000615,90.8,8,0.0,25.424
3065,CA-2014-106859,TEC-PH-10004531,140.736,8,0.2,49.2576
3066,CA-2014-106859,TEC-AC-10004001,214.95,5,0.0,88.1295
3067,CA-2014-106859,OFF-PA-10001534,45.36,7,0.0,21.7728
3068,CA-2014-106859,OFF-PA-10001815,288.24,6,0.0,138.3552
3069,US-2014-120089,OFF-AP-10003779,663.936,4,0.2,82.992
3070,CA-2011-119375,OFF-ST-10002011,2934.33,7,0.0,792.2691
3071,CA-2011-119375,FUR-FU-10002379,124.41,3,0.0,14.9292
3072,CA-2011-119375,OFF-AR-10003752,57.75,5,0.0,26.565
3073,CA-2013-125206,OFF-ST-10003692,114.46,2,0.0,28.615
3074,CA-2012-126137,FUR-BO-10004409,120.666,2,0.15,18.4548
3075,CA-2011-143903,OFF-ST-10003306,342.864,3,0.2,38.5722
3076,CA-2011-143903,FUR-FU-10003724,16.74,5,0.6,-14.229
3077,CA-2011-143903,FUR-CH-10002024,981.372,2,0.3,-140.196
3078,CA-2011-104780,OFF-AR-10003514,31.84,8,0.0,10.5072
3079,CA-2014-101182,OFF-PA-10001800,12.96,2,0.0,6.2208
3080,CA-2014-101182,TEC-PH-10003589,43.176,3,0.2,15.1116
3081,US-2014-132297,OFF-BI-10003364,58.34,2,0.0,28.0032
3082,US-2014-132297,TEC-PH-10002834,539.97,3,0.0,134.9925
3083,CA-2011-100328,OFF-BI-10000343,3.928,1,0.2,1.3257
3084,CA-2014-118773,OFF-BI-10004584,252.784,4,0.8,-417.0936
3085,CA-2014-118773,TEC-AC-10002402,127.984,2,0.2,15.998
3086,CA-2014-118773,FUR-FU-10000550,3.984,2,0.6,-2.6892
3087,CA-2014-118773,OFF-AP-10000055,12.992,2,0.8,-32.48
3088,US-2014-159205,FUR-FU-10001591,61.0,5,0.0,25.62
3089,US-2014-159205,TEC-PH-10000526,671.93,7,0.0,188.1404
3090,CA-2013-112123,OFF-BI-10001071,447.86,7,0.0,219.4514
3091,CA-2013-112123,TEC-PH-10001557,479.95,5,0.0,129.5865
3092,CA-2013-112123,OFF-PA-10001977,166.44,3,0.0,79.8912
3093,CA-2012-114468,OFF-SU-10004231,31.68,4,0.2,2.772
3094,CA-2012-114468,OFF-PA-10000809,10.368,2,0.2,3.6288
3095,CA-2012-114468,OFF-FA-10003021,12.032,8,0.2,2.256
3096,CA-2012-114468,OFF-AP-10000696,5.768,2,0.8,-13.5548
3097,CA-2014-135692,OFF-LA-10001158,33.12,4,0.2,11.592
3098,CA-2014-135692,FUR-BO-10002268,220.2656,4,0.32,-42.1096
3099,CA-2014-131233,OFF-BI-10000829,10.776,3,0.2,3.5022
3100,CA-2014-131233,FUR-BO-10003441,242.352,3,0.2,9.0882
3101,CA-2014-119578,OFF-SU-10003505,695.16,6,0.0,34.758
3102,CA-2014-119578,FUR-BO-10003660,220.98,1,0.0,50.8254
3103,CA-2013-124562,OFF-BI-10001267,12.957,7,0.7,-9.5018
3104,US-2014-140074,OFF-PA-10002741,25.68,6,0.0,11.556
3105,CA-2013-103037,OFF-LA-10004345,15.712,4,0.2,5.6956
3106,CA-2014-127460,OFF-ST-10004340,298.464,6,0.2,26.1156
3107,CA-2013-121671,OFF-PA-10001471,21.93,3,0.0,10.0878
3108,CA-2013-121671,OFF-ST-10002344,242.94,3,0.0,4.8588
3109,CA-2013-121671,OFF-PA-10001892,7.64,1,0.0,3.7436
3110,CA-2013-121671,OFF-PA-10001934,51.84,8,0.0,25.4016
3111,CA-2013-121671,OFF-ST-10000078,265.17,1,0.0,47.7306
3112,CA-2013-150350,TEC-MA-10001972,837.6,3,0.2,62.82
3113,CA-2013-150350,OFF-EN-10002504,135.9,5,0.0,63.873
3114,CA-2013-150350,OFF-PA-10002160,34.68,6,0.0,16.9932
3115,CA-2013-150350,FUR-CH-10001973,532.704,6,0.2,-39.9528
3116,CA-2013-150350,OFF-AP-10001492,43.1,5,0.0,11.206
3117,CA-2013-150350,OFF-SU-10002189,15.88,4,0.0,0.1588
3118,CA-2012-121720,FUR-CH-10003312,1123.92,5,0.2,-182.637
3119,CA-2012-121720,TEC-PH-10002496,249.584,2,0.2,31.198
3120,CA-2012-121720,FUR-FU-10003464,48.672,3,0.2,7.3008
3121,CA-2012-121720,OFF-AR-10000380,60.768,2,0.2,7.596
3122,CA-2012-121720,OFF-BI-10004593,78.6,5,0.7,-62.88
3123,CA-2012-121720,OFF-BI-10001308,3.768,2,0.7,-3.14
3124,CA-2012-121720,OFF-ST-10001780,1036.624,2,0.2,51.8312
3125,CA-2012-121720,OFF-ST-10003816,563.808,4,0.2,21.1428
3126,CA-2014-149895,TEC-PH-10002200,258.528,2,0.4,-47.3968
3127,CA-2014-147564,OFF-PA-10004438,49.12,4,0.0,23.0864
3128,CA-2011-136399,FUR-FU-10004090,44.46,2,0.0,14.6718
3129,CA-2011-136399,FUR-CH-10002602,241.568,2,0.2,18.1176
3130,CA-2011-136399,TEC-AC-10001142,395.0,5,0.0,39.5
3131,CA-2011-136399,TEC-PH-10004977,627.168,4,0.2,70.5564
3132,CA-2011-107916,FUR-FU-10004586,13.28,2,0.0,6.3744
3133,CA-2011-107916,OFF-BI-10001116,12.672,3,0.2,4.4352
3134,CA-2014-164168,OFF-BI-10000666,30.56,5,0.8,-45.84
3135,CA-2014-164168,OFF-ST-10002583,77.952,3,0.2,-15.5904
3136,CA-2014-164168,TEC-PH-10004908,67.992,1,0.2,8.499
3137,CA-2014-164168,OFF-EN-10001219,12.224,2,0.2,4.4312
3138,CA-2014-164168,TEC-AC-10004568,44.784,2,0.2,-0.5598
3139,CA-2014-164168,FUR-FU-10001756,22.848,3,0.6,-17.7072
3140,CA-2012-112557,OFF-AP-10002311,206.43,3,0.0,90.8292
3141,US-2011-122959,OFF-BI-10003650,210.392,2,0.8,-336.6272
3142,CA-2014-162572,TEC-AC-10003628,119.96,5,0.2,35.988
3143,CA-2014-162572,OFF-AR-10001547,10.608,6,0.2,0.9282
3144,US-2013-148110,FUR-CH-10002647,347.802,7,0.3,-24.843
3145,CA-2014-131828,FUR-CH-10004495,963.136,4,0.2,108.3528
3146,CA-2014-131828,TEC-PH-10002923,88.776,3,0.2,7.7679
3147,CA-2011-109218,OFF-AR-10001374,32.4,5,0.0,10.368
3148,CA-2013-120558,OFF-PA-10003441,32.4,5,0.0,15.552
3149,US-2011-109036,OFF-LA-10002043,31.05,3,0.0,14.904
3150,CA-2012-147830,TEC-AC-10002049,2025.36,6,0.2,607.608
3151,CA-2012-147830,TEC-MA-10000418,1799.994,2,0.7,-2639.9912
3152,CA-2012-147830,TEC-PH-10004908,101.988,2,0.4,-16.998
3153,CA-2012-147830,FUR-FU-10004091,262.864,7,0.2,69.0018
3154,CA-2014-150497,OFF-BI-10004600,735.98,2,0.0,331.191
3155,CA-2011-128986,OFF-PA-10001289,93.024,3,0.2,33.7212
3156,CA-2012-139584,FUR-TA-10001539,284.364,2,0.4,-75.8304
3157,CA-2012-139584,TEC-AC-10001266,26.0,2,0.0,11.7
3158,US-2013-162677,OFF-ST-10001291,67.64,5,0.2,5.9185
3159,US-2013-162677,TEC-AC-10001314,119.976,3,0.2,-17.9964
3160,US-2011-150924,OFF-BI-10004040,5.18,5,0.8,-8.029
3161,CA-2011-153969,OFF-EN-10001539,15.56,2,0.0,7.3132
3162,CA-2011-153969,OFF-EN-10004483,78.35,5,0.0,36.8245
3163,CA-2011-153969,OFF-AR-10001615,59.52,3,0.0,15.4752
3164,CA-2011-153969,OFF-PA-10000327,38.52,9,0.0,17.334
3165,CA-2011-153969,TEC-PH-10001299,239.984,2,0.2,23.9984
3166,CA-2011-153969,OFF-PA-10002246,19.35,3,0.0,9.4815
3167,CA-2013-146682,FUR-FU-10002671,67.0,5,0.0,32.16
3168,CA-2013-138695,FUR-CH-10003833,390.272,8,0.2,-24.392
3169,CA-2013-138695,OFF-PA-10001667,62.192,13,0.2,19.435
3170,CA-2014-107461,OFF-BI-10002003,23.88,6,0.0,11.2236
3171,US-2013-133879,OFF-BI-10004465,3.168,2,0.8,-4.752
3172,US-2013-133879,FUR-CH-10000665,528.43,5,0.3,0.0
3173,US-2013-133879,OFF-AR-10004956,13.392,3,0.2,1.5066
3174,CA-2014-157483,OFF-AR-10004260,181.86,7,0.0,50.9208
3175,US-2014-132059,FUR-BO-10001811,180.588,2,0.7,-240.784
3176,US-2014-132059,TEC-AC-10003280,47.984,2,0.2,0.5998
3177,CA-2014-122280,OFF-PA-10004911,18.76,2,0.0,9.0048
3178,CA-2014-105235,FUR-FU-10001487,20.94,3,0.0,6.0726
3179,CA-2014-105235,FUR-FU-10000521,58.68,2,0.0,18.1908
3180,CA-2014-105235,OFF-AP-10001271,254.9,5,0.0,68.823
3181,CA-2014-152912,OFF-BI-10004728,9.64,2,0.0,4.4344
3182,CA-2014-152912,TEC-AC-10004666,826.62,3,0.0,355.4466
3183,CA-2014-152912,OFF-ST-10003208,1633.14,9,0.0,473.6106
3184,CA-2014-152912,OFF-ST-10003208,544.38,3,0.0,157.8702
3185,CA-2011-123498,OFF-BI-10000632,26.046,3,0.8,-44.2782
3186,CA-2011-123498,OFF-EN-10004773,74.352,3,0.2,26.9526
3187,CA-2014-159352,TEC-PH-10004700,69.93,7,0.0,32.1678
3188,US-2014-146416,OFF-LA-10003714,3.75,1,0.0,1.8
3189,US-2014-146416,OFF-BI-10001787,20.928,4,0.2,7.5864
3190,US-2012-163783,OFF-ST-10002957,12.672,3,0.2,-3.168
3191,CA-2014-123981,TEC-PH-10002115,65.99,1,0.0,17.1574
3192,CA-2014-158953,OFF-BI-10002557,6.37,7,0.8,-9.555
3193,CA-2011-165428,OFF-BI-10002949,3.648,3,0.8,-6.0192
3194,CA-2011-165428,OFF-PA-10004100,31.104,6,0.2,10.8864
3195,CA-2013-169026,OFF-FA-10001883,23.34,3,0.0,0.2334
3196,CA-2014-109750,TEC-PH-10000702,29.97,3,0.0,14.0859
3197,CA-2012-149384,OFF-BI-10003196,3.366,3,0.7,-2.244
3198,CA-2011-131527,TEC-PH-10001644,95.968,4,0.2,9.5968
3199,CA-2014-164000,OFF-AR-10003183,18.704,7,0.2,2.338
3200,CA-2011-164224,FUR-FU-10000308,149.232,3,0.2,3.7308
3201,CA-2011-164224,OFF-PA-10001526,15.936,4,0.2,5.7768
3202,CA-2011-158372,TEC-PH-10002103,601.536,8,0.2,60.1536
3203,CA-2011-158372,TEC-AC-10004209,10.99,1,0.0,4.2861
3204,CA-2011-158372,FUR-FU-10000397,39.88,2,0.0,11.1664
3205,CA-2011-158372,OFF-PA-10002137,62.24,8,0.0,28.008
3206,CA-2011-158372,FUR-FU-10001867,53.2,5,0.0,14.896
3207,CA-2011-158372,OFF-LA-10000407,39.84,8,0.0,18.3264
3208,CA-2013-108882,TEC-AC-10000420,349.95,5,0.0,118.983
3209,CA-2013-108882,TEC-PH-10002726,377.928,9,0.2,141.723
3210,US-2014-108245,OFF-EN-10001415,13.392,3,0.2,5.022
3211,US-2014-108245,OFF-BI-10000773,11.228,7,0.8,-18.5262
3212,CA-2011-142314,OFF-AP-10002350,207.24,11,0.0,58.0272
3213,CA-2013-132409,OFF-AR-10001919,1.504,1,0.2,0.1692
3214,CA-2013-132409,OFF-AP-10002082,34.848,2,0.2,6.534
3215,CA-2014-150189,OFF-LA-10002762,75.18,6,0.0,35.3346
3216,CA-2011-114433,TEC-AC-10002800,149.97,3,0.0,52.4895
3217,CA-2014-104640,OFF-BI-10003925,931.176,3,0.2,314.2719
3218,CA-2014-104640,TEC-PH-10002200,430.88,2,0.0,124.9552
3219,US-2012-137008,OFF-PA-10001295,94.85,5,0.0,45.528
3220,US-2012-137008,OFF-EN-10002500,51.12,4,0.0,23.004
3221,US-2012-137008,TEC-AC-10000892,90.0,1,0.0,32.4
3222,CA-2011-108189,OFF-PA-10001838,9.408,2,0.2,3.4104
3223,CA-2011-108189,OFF-FA-10000735,4.672,2,0.2,1.46
3224,CA-2011-108189,TEC-PH-10001760,318.4,2,0.2,107.46
3225,CA-2011-108189,OFF-EN-10004846,12.768,6,0.2,4.6284
3226,CA-2011-108189,OFF-SU-10003567,15.36,2,0.2,-3.264
3227,CA-2011-108189,TEC-PH-10001557,230.376,3,0.2,20.1579
3228,CA-2011-108189,TEC-AC-10003038,7.16,1,0.2,-0.0895
3229,CA-2011-154641,OFF-ST-10004459,375.34,1,0.0,18.767
3230,CA-2014-131625,FUR-FU-10004960,114.9,5,0.0,39.066
3231,US-2014-156356,OFF-BI-10000632,26.046,3,0.8,-44.2782
3232,US-2014-156356,OFF-BI-10001107,2.896,1,0.8,-4.7784
3233,US-2014-156356,OFF-ST-10002301,32.544,2,0.2,-7.7292
3234,CA-2013-138933,OFF-BI-10003355,3.984,1,0.2,1.3944
3235,CA-2013-140746,FUR-TA-10002903,181.797,1,0.3,-15.5826
3236,CA-2013-146836,OFF-ST-10001580,44.94,3,0.0,12.5832
3237,CA-2013-146836,OFF-BI-10000315,45.576,3,0.2,15.9516
3238,US-2013-127971,FUR-CH-10003774,318.43,5,0.3,-77.333
3239,US-2013-127971,TEC-PH-10003095,122.92,7,0.2,46.095
3240,US-2013-127971,FUR-FU-10000023,7.068,3,0.6,-2.8272
3241,US-2013-140809,OFF-ST-10002214,56.45,5,0.0,14.677
3242,CA-2014-114524,OFF-BI-10002799,13.468,13,0.8,-22.8956
3243,CA-2014-113355,TEC-PH-10004912,219.8,5,0.2,24.7275
3244,CA-2014-113355,FUR-CH-10002602,317.058,3,0.3,-18.1176
3245,US-2014-140907,TEC-AC-10004510,49.08,3,0.0,4.908
3246,US-2014-140907,OFF-ST-10000060,324.9,5,0.0,38.988
3247,US-2014-140907,OFF-AR-10000799,18.24,3,0.0,5.2896
3248,CA-2013-159730,FUR-CH-10004875,113.888,2,0.2,9.9652
3249,CA-2013-159730,TEC-PH-10002085,105.584,2,0.2,7.9188
3250,CA-2013-157868,OFF-FA-10000992,24.85,7,0.0,11.6795
3251,CA-2014-119389,FUR-FU-10001473,60.312,3,0.2,5.2773
3252,CA-2014-110373,OFF-AR-10003045,7.056,3,0.2,2.205
3253,CA-2014-110373,TEC-PH-10001536,27.184,2,0.2,2.0388
3254,CA-2013-155474,TEC-PH-10001580,107.984,1,0.2,9.4486
3255,CA-2013-155474,OFF-BI-10004209,19.296,3,0.2,6.03
3256,CA-2012-155453,OFF-LA-10001613,4.608,2,0.2,1.6704
3257,US-2013-161844,FUR-TA-10001676,79.974,3,0.4,-29.3238
3258,US-2013-161844,OFF-BI-10003712,2.946,2,0.7,-2.0622
3259,US-2013-162103,OFF-BI-10000285,3.136,2,0.8,-4.704
3260,CA-2011-151554,OFF-PA-10004609,20.736,4,0.2,7.2576
3261,CA-2011-140662,TEC-AC-10001314,99.98,2,0.0,7.9984
3262,CA-2011-140662,OFF-PA-10003395,733.95,7,0.0,352.296
3263,CA-2011-140662,OFF-AP-10001242,241.44,3,0.0,72.432
3264,CA-2013-122518,OFF-LA-10001641,10.08,4,0.2,3.528
3265,US-2011-126571,OFF-ST-10003816,281.904,2,0.2,10.5714
3266,US-2011-126571,OFF-EN-10002230,201.432,3,0.2,67.9833
3267,CA-2011-143840,TEC-PH-10002660,135.98,2,0.0,33.995
3268,CA-2011-143840,TEC-PH-10003171,44.95,1,0.0,12.586
3269,CA-2011-115980,TEC-AC-10003709,2.97,3,0.0,1.3068
3270,CA-2011-115980,OFF-FA-10000304,6.54,3,0.0,2.6814
3271,CA-2012-155145,TEC-AC-10003709,7.92,8,0.0,3.4848
3272,CA-2012-146038,FUR-CH-10002774,203.92,5,0.2,22.941
3273,CA-2014-133865,TEC-CO-10001046,3359.952,6,0.2,1049.985
3274,CA-2014-116358,OFF-FA-10003495,18.24,3,0.0,9.12
3275,CA-2014-116358,OFF-AR-10004685,27.78,6,0.0,9.1674
3276,CA-2011-102988,OFF-AR-10004757,22.96,7,0.0,7.5768
3277,CA-2011-102988,TEC-PH-10001615,28.99,1,0.0,8.4071
3278,CA-2011-102988,OFF-PA-10003349,12.96,2,0.0,6.3504
3279,CA-2011-102988,OFF-AR-10000127,22.96,7,0.0,6.6584
3280,CA-2011-102988,OFF-SU-10002881,4164.05,5,0.0,83.281
3281,US-2011-117170,TEC-AC-10001109,47.984,2,0.2,13.1956
3282,US-2011-117170,OFF-PA-10000682,4.624,1,0.2,1.6762
3283,CA-2011-159478,FUR-FU-10000221,15.24,3,0.0,5.1816
3284,CA-2011-103702,OFF-BI-10002429,63.924,7,0.7,-46.8776
3285,CA-2014-150525,OFF-AR-10002375,6.56,2,0.0,1.9024
3286,CA-2014-150525,OFF-AP-10000595,13.11,3,0.0,3.4086
3287,CA-2012-157770,TEC-PH-10001530,494.376,3,0.2,49.4376
3288,CA-2012-157770,OFF-BI-10000050,29.2,5,0.2,9.855
3289,CA-2012-157770,TEC-AC-10001552,248.85,5,0.0,27.3735
3290,CA-2012-157770,TEC-AC-10003399,36.24,1,0.0,15.2208
3291,CA-2013-167290,OFF-AR-10004078,11.68,2,0.0,3.504
3292,CA-2011-106264,OFF-SU-10002189,11.91,3,0.0,0.1191
3293,CA-2011-106264,FUR-FU-10001852,3.48,2,0.0,1.1136
3294,CA-2011-138023,OFF-BI-10003638,30.96,8,0.8,-52.632
3295,CA-2014-113418,TEC-MA-10002428,1704.89,11,0.0,767.2005
3296,US-2012-110569,OFF-BI-10001036,19.194,7,0.7,-12.796
3297,US-2012-110569,OFF-AP-10004708,121.792,4,0.2,13.7016
3298,CA-2014-136308,TEC-MA-10000488,1919.976,3,0.2,215.9973
3299,US-2011-159926,OFF-BI-10003656,50.997,1,0.7,-40.7976
3300,US-2011-159926,OFF-ST-10003656,76.792,1,0.2,-16.3183
3301,US-2011-159926,TEC-PH-10001128,539.964,6,0.4,-107.9928
3302,US-2011-159926,FUR-FU-10001473,60.312,3,0.2,5.2773
3303,US-2011-159926,OFF-BI-10004656,1.944,3,0.7,-1.4256
3304,CA-2011-104738,OFF-EN-10004955,12.984,3,0.2,4.7067
3305,CA-2011-104738,TEC-PH-10002468,217.584,2,0.2,19.0386
3306,CA-2011-104738,TEC-PH-10000576,328.776,3,0.2,28.7679
3307,CA-2011-104738,OFF-BI-10002160,2.286,3,0.8,-3.6576
3308,CA-2011-104738,TEC-AC-10003628,47.984,2,0.2,14.3952
3309,CA-2012-144386,OFF-BI-10001116,25.344,6,0.2,8.8704
3310,CA-2013-111416,OFF-BI-10002026,232.4,5,0.2,78.435
3311,CA-2013-162747,FUR-FU-10003691,86.45,7,0.0,38.038
3312,US-2011-133130,FUR-CH-10002602,603.92,5,0.2,45.294
3313,US-2011-133130,OFF-PA-10000675,81.98,2,0.0,40.1702
3314,CA-2014-169978,FUR-CH-10002602,271.764,2,0.1,48.3136
3315,CA-2014-169978,OFF-BI-10001900,14.376,3,0.2,4.8519
3316,CA-2014-161739,FUR-FU-10001468,341.96,5,0.6,-427.45
3317,CA-2012-165057,OFF-AR-10004648,181.35,9,0.0,48.9645
3318,CA-2012-165057,OFF-LA-10003190,8.64,3,0.0,4.2336
3319,CA-2011-134551,OFF-AP-10004868,43.512,7,0.2,3.8073
3320,CA-2011-134551,FUR-CH-10004287,662.88,3,0.2,74.574
3321,CA-2011-134551,OFF-PA-10002689,25.92,5,0.2,9.072
3322,CA-2012-120810,OFF-AP-10002892,68.94,3,0.0,20.682
3323,CA-2012-120810,FUR-FU-10002253,128.82,3,0.0,50.2398
3324,CA-2011-165309,OFF-BI-10001359,896.99,5,0.8,-1480.0335
3325,CA-2011-165309,OFF-BI-10001267,1.234,1,0.8,-1.9744
3326,CA-2011-165309,OFF-AR-10003582,67.56,3,0.2,6.756
3327,CA-2011-165309,OFF-PA-10003724,21.72,5,0.2,7.8735
3328,CA-2011-165309,OFF-PA-10001033,262.336,8,0.2,95.0968
3329,CA-2011-165309,TEC-PH-10003505,148.48,2,0.2,16.704
3330,CA-2011-165309,TEC-PH-10004959,241.176,3,0.2,15.0735
3331,CA-2014-122595,TEC-AC-10000474,227.976,3,0.2,28.497
3332,CA-2014-122595,TEC-PH-10003095,52.68,3,0.2,19.755
3333,CA-2014-122595,FUR-FU-10002963,2.032,1,0.6,-1.3208
3334,US-2014-109253,OFF-AR-10000203,17.12,4,0.0,4.9648
3335,US-2014-109253,TEC-PH-10004667,431.968,4,0.2,37.7972
3336,US-2014-109253,FUR-FU-10000193,129.92,4,0.0,10.3936
3337,US-2014-109253,FUR-TA-10001539,568.728,3,0.2,28.4364
3338,US-2014-109253,OFF-BI-10000962,117.144,9,0.2,42.4647
3339,US-2014-109253,OFF-AP-10002867,203.52,3,0.0,54.9504
3340,US-2014-109253,OFF-LA-10001158,51.75,5,0.0,24.84
3341,CA-2013-145982,OFF-PA-10000675,122.97,3,0.0,60.2553
3342,CA-2013-145982,FUR-TA-10001307,244.615,1,0.3,20.967
3343,CA-2013-145982,TEC-PH-10000011,59.97,3,0.0,28.7856
3344,CA-2013-145982,OFF-PA-10002666,81.54,9,0.0,36.693
3345,CA-2013-145982,OFF-FA-10000735,11.68,4,0.0,5.256
3346,CA-2013-145982,OFF-BI-10000174,29.0,5,0.0,13.92
3347,CA-2012-112011,OFF-AR-10003156,50.8,5,0.0,13.208
3348,CA-2014-154732,OFF-BI-10000474,16.03,5,0.8,-25.648
3349,US-2013-157308,OFF-BI-10003712,15.712,4,0.2,5.6956
3350,CA-2013-147536,TEC-AC-10003280,89.97,3,0.0,18.8937
3351,US-2011-134733,FUR-BO-10002916,435.999,3,0.15,20.5176
3352,US-2011-134733,TEC-PH-10002726,83.984,2,0.2,31.494
3353,US-2011-150434,TEC-PH-10000895,359.98,2,0.0,93.5948
3354,US-2011-150434,FUR-TA-10004152,70.56,1,0.3,-4.032
3355,US-2011-150434,OFF-BI-10003694,20.88,2,0.0,9.6048
3356,US-2011-150434,OFF-BI-10002160,3.81,1,0.0,1.8288
3357,CA-2014-100335,OFF-PA-10001685,73.008,9,0.2,26.4654
3358,CA-2013-139234,OFF-BI-10000773,3.208,2,0.8,-5.2932
3359,CA-2013-139234,TEC-AC-10004510,26.176,2,0.2,-3.272
3360,US-2012-142020,OFF-PA-10004569,30.44,4,0.0,14.3068
3361,US-2012-142020,FUR-FU-10000672,35.28,3,0.0,11.9952
3362,CA-2012-139962,OFF-PA-10004451,19.44,3,0.0,9.3312
3363,CA-2012-139962,OFF-BI-10004738,37.88,2,0.0,18.94
3364,CA-2013-130050,FUR-FU-10001940,9.552,3,0.6,-3.8208
3365,CA-2011-115161,FUR-BO-10003966,290.666,2,0.15,3.4196
3366,CA-2011-165379,OFF-PA-10003072,10.368,2,0.2,3.6288
3367,CA-2011-165379,OFF-PA-10002245,14.352,3,0.2,4.485
3368,CA-2012-115511,FUR-BO-10002598,141.96,2,0.0,41.1684
3369,CA-2012-115511,OFF-BI-10002225,66.048,4,0.2,23.1168
3370,CA-2013-134887,TEC-AC-10003832,1287.45,5,0.0,244.6155
3371,CA-2014-123778,OFF-BI-10000822,25.824,6,0.2,9.0384
3372,CA-2014-123778,OFF-AP-10001242,160.96,2,0.0,48.288
3373,CA-2012-161718,FUR-FU-10002445,28.44,3,0.0,11.376
3374,CA-2012-161718,FUR-CH-10002372,364.41,5,0.1,8.098
3375,CA-2012-161718,TEC-PH-10000376,39.96,4,0.0,10.3896
3376,CA-2012-161718,FUR-CH-10002965,361.764,2,0.1,68.3332
3377,CA-2013-100671,OFF-ST-10004950,111.672,9,0.2,6.9795
3378,CA-2014-142867,OFF-BI-10003166,13.776,6,0.8,-22.0416
3379,CA-2014-142867,OFF-PA-10004610,10.272,3,0.2,3.21
3380,CA-2014-103156,FUR-FU-10000320,24.048,9,0.2,7.2144
3381,US-2014-162208,OFF-EN-10004030,2.896,1,0.2,0.9774
3382,CA-2012-130659,OFF-EN-10004147,17.94,3,0.0,8.7906
